what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1428419155675
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1428419155675
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1428419155675
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1428419155675
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1428419155675
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1428419155675
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1428419155675
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1428419155675
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1428419155675
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1428419155721
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1428419155721
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1428419155815
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1428419155815
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1428419155815
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1428419155815
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1428419155815
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1428419155815
os,sysinfo,,,"win32",1428419155831
arch,sysinfo,,,"x86_64",1428419155831
ws,sysinfo,,,"win32",1428419155831
locale,sysinfo,,,"en_US",1428419155831
processors,sysinfo,,,"4",1428419155831
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1428419155831
java.runtime.version,sysinfo,,,"1.7.0_67-b01",1428419155831
java.specification.name,sysinfo,,,"Java Platform API Specification",1428419155831
java.specification.vendor,sysinfo,,,"Oracle Corporation",1428419155831
java.specification.version,sysinfo,,,"1.7",1428419155831
java.vendor,sysinfo,,,"Oracle Corporation",1428419155831
java.version,sysinfo,,,"1.7.0_67",1428419155831
java.vm.info,sysinfo,,,"mixed mode",1428419155831
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1428419155831
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1428419155831
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1428419155831
java.vm.specification.version,sysinfo,,,"1.7",1428419155831
java.vm.vendor,sysinfo,,,"Oracle Corporation",1428419155831
java.vm.version,sysinfo,,,"24.65-b04",1428419155831
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1428419156784
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1428419156909
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1428419156909
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1428419156987
started,bundle,org.eclipse.jst.jsf.common,1.2.2.v201101211220,"org.eclipse.jst.jsf.common",1428419157143
started,bundle,org.eclipse.jst.jsf.core,1.3.3.v201102021253,"org.eclipse.jst.jsf.core",1428419157159
started,bundle,org.eclipse.jst.jsp.core,1.2.304.v201102160550,"org.eclipse.jst.jsp.core",1428419157330
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1428419157549
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1428419157580
